Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2019;69;TECNOLOGIA EM RADIOLOGIA;1080;FACULDADE ARTHUR SÁ EARP NETO;FASE;Faculdade;Privada sem fins lucrativos;1284535;Educação Presencial;3303906;Petrópolis;RJ;10;9;452.222;39.188;560.556;36.702;37.323;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;1233;CENTRO UNIVERSITÁRIO UNIC;;Centro Universitário;Privada com fins lucrativos;92801;Educação Presencial;5103403;Cuiabá;MT;1;1;;;;;;SC;
2019;69;TECNOLOGIA EM RADIOLOGIA;1294;Centro Universitário das Américas;CAM;Centro Universitário;Privada com fins lucrativos;1190282;Educação Presencial;3550308;São Paulo;SP;42;41;305.902;17.599;473.366;24.425;22.718;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1396;Centro Universitário Dinâmica das Cataratas;UDC;Centro Universitário;Privada com fins lucrativos;1292721;Educação Presencial;4108304;Foz do Iguaçu;PR;13;12;30.275;17.134;448.083;20.865;19.932;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1563;CENTRO UNIVERSITÁRIO UNINOVAFAPI;UNINOVAFAPI;Centro Universitário;Privada com fins lucrativos;1072419;Educação Presencial;2211001;Teresina;PI;107;58;345.224;23.401;477.155;24.958;24.569;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Faculdade;Privada sem fins lucrativos;1141580;Educação Presencial;1506807;Santarém;PA;47;44;316.614;19.179;500.909;28.303;26.022;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1683;FACULDADE UNINASSAU TERESINA;;Faculdade;Privada com fins lucrativos;1323702;Educação Presencial;2211001;Teresina;PI;26;24;236.792;0.7402;476.042;24.802;20.452;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1690;FACULDADE DE SÃO VICENTE;FSV;Faculdade;Privada com fins lucrativos;1283783;Educação Presencial;3551009;São Vicente;SP;17;12;366.917;26.602;435.583;19.105;20.979;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1709;Centro Universitário Tiradentes de Pernambuco;UNIT PE;Centro Universitário;Privada com fins lucrativos;118608;Educação Presencial;2611606;Recife;PE;28;27;34.3;23.073;517.148;3.059;2.871;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1716;Centro Universitário União das Américas;UNIAMÉRICA;Centro Universitário;Privada sem fins lucrativos;1130455;Educação Presencial;4108304;Foz do Iguaçu;PR;19;15;319.733;1.964;463.133;22.984;22.148;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1734;Faculdade Integral Diferencial Wyden;Facid Wyden;Faculdade;Privada com fins lucrativos;1284580;Educação Presencial;2211001;Teresina;PI;19;19;324.579;20.355;457.263;22.158;21.707;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1772;Centro Universitário Fanor Wyden;UniFanor Wyden;Centro Universitário;Privada com fins lucrativos;1283692;Educação Presencial;2304400;Fortaleza;CE;29;23;350.652;24.202;517.087;30.581;28.986;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;1809;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;85635;Educação Presencial;2611606;Recife;PE;15;15;43.8;3.709;529.733;32.362;33.544;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;1820;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;IFPI;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;84372;Educação Presencial;2211001;Teresina;PI;25;24;433.625;36.444;58.4;40.003;39.113;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;1883;CENTRO UNIVERSITÁRIO UNIFAS;;Centro Universitário;Privada com fins lucrativos;1049164;Educação Presencial;2919207;Lauro de Freitas;BA;13;10;26.53;11.608;29.99;0;0.2902;1;
2019;69;TECNOLOGIA EM RADIOLOGIA;1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Centro Universitário;Privada com fins lucrativos;1128947;Educação Presencial;2304400;Fortaleza;CE;17;17;365.706;26.423;523.235;31.447;30.191;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;1939;INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL;INESUL;Faculdade;Privada com fins lucrativos;114628;Educação Presencial;4113700;Londrina;PR;22;20;27.165;12.545;41.295;15.918;15.075;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;2058;FACULDADE METROPOLITANA;UNNESA;Faculdade;Privada com fins lucrativos;1260758;Educação Presencial;1100205;Porto Velho;RO;7;5;28.66;14.751;49.56;27.556;24.354;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;2076;CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Centro Universitário;Privada com fins lucrativos;101822;Educação Presencial;2927408;Salvador;BA;5;4;43.525;36.684;45.825;22.297;25.893;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;2132;CENTRO UNIVERSITÁRIO UNINORTE;;Centro Universitário;Privada com fins lucrativos;1192781;Educação Presencial;1200401;Rio Branco;AC;41;38;297.632;16.379;428.263;18.074;1.765;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;2147;Centro Universitário CEUNI - FAMETRO;FAMETRO;Centro Universitário;Privada com fins lucrativos;1285113;Educação Presencial;1302603;Manaus;AM;73;66;283.045;14.227;395.985;13.529;13.704;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;2175;CENTRO UNIVERSITÁRIO DANTE;;Centro Universitário;Privada com fins lucrativos;1116404;Educação Presencial;4202404;Blumenau;SC;27;22;275.864;13.167;501.227;28.348;24.553;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;2474;FACULDADE MARIA MILZA;FAMAM;Faculdade;Privada com fins lucrativos;1260794;Educação Presencial;2909802;Cruz das Almas;BA;6;6;45.2;39.155;503.667;28.691;31.307;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;2773;FACULDADE DE MACAPÁ;;Faculdade;Privada com fins lucrativos;1284186;Educação Presencial;1600303;Macapá;AP;11;11;327.364;20.766;409.727;15.464;1.679;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;2944;FACULDADE DO SUL;;Faculdade;Privada com fins lucrativos;1303896;Educação Presencial;2914802;Itabuna;BA;3;2;38;28.532;65.5;5;44.633;5;
2019;69;TECNOLOGIA EM RADIOLOGIA;3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;Faculdade;Privada com fins lucrativos;109545;Educação Presencial;5211503;Itumbiara;GO;14;7;382.143;28.848;454.571;21.779;23.546;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3162;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA;IFSC;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;70738;Educação Presencial;4205407;Florianópolis;SC;12;11;416.455;33.911;580.636;39.529;38.125;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade;Privada com fins lucrativos;1166590;Educação Presencial;4119905;Ponta Grossa;PR;40;38;312.737;18.607;478.132;25.096;23.474;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3304;CENTRO UNIVERSITÁRIO DE PATOS;UNIFIP;Centro Universitário;Privada com fins lucrativos;1161083;Educação Presencial;2510808;Patos;PB;19;19;393.421;30.512;497.474;27.819;28.493;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3306;FACULDADE DE TECNOLOGIA IPUC;FATIPUC;Faculdade;Privada sem fins lucrativos;59850;Educação Presencial;4304606;Canoas;RS;37;24;277.625;13.427;485.917;26.192;23.001;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3396;FACULDADE LS;FACELS;Faculdade;Privada com fins lucrativos;105514;Educação Presencial;5300108;Brasília;DF;51;45;321.222;19.859;485.222;26.094;24.536;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3610;Centro Universitário ICESP;Unicesp;Centro Universitário;Privada com fins lucrativos;95655;Educação Presencial;5300108;Brasília;DF;4;3;29.8;16.433;541.667;34.042;2.964;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;3839;Faculdade IPEMED de Ciências Médicas;IPEMED;Faculdade;Privada com fins lucrativos;70171;Educação Presencial;3106200;Belo Horizonte;MG;32;24;394.042;30.604;520.125;31.009;30.908;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;3840;CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;Centro Universitário;Privada com fins lucrativos;1187654;Educação Presencial;4209300;Lages;SC;9;9;388.222;29.745;56.6;37.468;35.538;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;3933;FACULDADE MÉTODO DE SÃO PAULO;FAMESP;Faculdade;Privada com fins lucrativos;102968;Educação Presencial;3550308;São Paulo;SP;21;21;286.143;14.684;42.8;18.037;17.199;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;3977;FACULDADE DE TECNOLOGIA DO AMAPÁ;META;Faculdade;Privada com fins lucrativos;108104;Educação Presencial;1600303;Macapá;AP;16;16;330.187;21.182;490.562;26.846;2.543;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;3985;CENTRO UNIVERSITÁRIO SENAC;SENACSP;Centro Universitário;Privada sem fins lucrativos;1178297;Educação Presencial;3550308;São Paulo;SP;17;17;346.882;23.645;514.353;30.196;28.558;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;4020;FACULDADE DE TECNOLOGIA DE BOTUCATU;FATEC BT;Faculdade;Pública Estadual;1156801;Educação Presencial;3507506;Botucatu;SP;18;18;356.611;25.081;57.2;38.313;35.005;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;4037;Faculdade Pitágoras de Fortaleza;;Faculdade;Privada com fins lucrativos;79447;Educação Presencial;2304400;Fortaleza;CE;19;14;29.85;16.507;42.75;17.967;17.602;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;4113;FACULDADE EVANGÉLICA DE CERES;FACER;Faculdade;Privada com fins lucrativos;1205613;Educação Presencial;5205406;Ceres;GO;26;23;349.435;24.022;497.609;27.838;26.884;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;4169;Faculdade Estácio de Carapicuíba;ESTÁCIO CARAPICUÍBA;Faculdade;Privada com fins lucrativos;1136482;Educação Presencial;3510609;Carapicuíba;SP;37;36;244.833;0.8588;415.861;16.328;14.393;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade;Privada com fins lucrativos;104276;Educação Presencial;1302603;Manaus;AM;20;17;200.471;0.2043;327.353;0.3866;0.341;1;
2019;69;TECNOLOGIA EM RADIOLOGIA;4429;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;;Centro Universitário;Privada sem fins lucrativos;5000761;Educação Presencial;5002704;Campo Grande;MS;28;28;305.321;17.513;506.429;2.908;26.189;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;4450;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;UNIFAMAZ;Centro Universitário;Privada sem fins lucrativos;1187832;Educação Presencial;1501402;Belém;PA;12;12;48.6;44.172;527.167;3.2;35.043;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;4725;FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;FATEGIDIO;Faculdade;Privada com fins lucrativos;90408;Educação Presencial;3168606;Teófilo Otoni;MG;4;4;31.825;19.421;42.95;18.248;18.542;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;4849;Centro Universitário Tocantinense Presidente Antônio Carlos;UNITPAC;Centro Universitário;Privada com fins lucrativos;1322127;Educação Presencial;1702109;Araguaína;TO;10;10;39.32;3.048;52.06;31.076;30.927;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;4910;FACULDADE DO TRABALHO;FATRA;Faculdade;Privada com fins lucrativos;116338;Educação Presencial;3170206;Uberlândia;MG;17;16;303.813;17.291;439.062;19.595;19.019;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;5591;FACULDADES INTEGRADAS CAMÕES;FICA;Faculdade;Privada com fins lucrativos;82678;Educação Presencial;4106902;Curitiba;PR;81;75;313.413;18.707;456.973;22.117;21.264;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;12620;FACULDADE SETE LAGOAS;FACSETE;Faculdade;Privada com fins lucrativos;1284512;Educação Presencial;3167202;Sete Lagoas;MG;14;13;37.7;28.089;561.923;36.894;34.693;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;12723;FACULDADE DE TECNOLOGIA FINACI;FINACI;Faculdade;Privada sem fins lucrativos;1046339;Educação Presencial;3550308;São Paulo;SP;7;5;39.08;30.125;47.68;24.908;26.213;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;13783;FACULDADE ESTÁCIO DE FEIRA DE SANTANA;ESTÁCIO FEIRA DE SAN;Faculdade;Privada com fins lucrativos;1072300;Educação Presencial;2910800;Feira de Santana;BA;34;28;336.321;22.087;467.214;23.559;23.191;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;1179359;Educação Presencial;1501402;Belém;PA;21;10;30.23;17.068;43.58;19.135;18.618;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;14297;Faculdade Unirb - Parnaíba;;Faculdade;Privada com fins lucrativos;1102416;Educação Presencial;2207702;Parnaíba;PI;10;10;28.7;1.481;37.35;10.363;11.475;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;14969;FACULDADE DE TECNOLOGIA EM SAÚDE;FATESA;Faculdade;Privada com fins lucrativos;1119659;Educação Presencial;3543402;Ribeirão Preto;SP;15;15;437.467;37.011;552.533;35.572;35.932;4;
2019;69;TECNOLOGIA EM RADIOLOGIA;17284;FACULDADE UNINASSAU SÃO LUÍS;;Faculdade;Privada sem fins lucrativos;1180296;Educação Presencial;2111300;São Luís;MA;24;24;30.25;17.097;420.125;16.928;16.971;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;17854;FACULDADE CAPITAL FEDERAL;FECAF;Faculdade;Privada com fins lucrativos;1263595;Educação Presencial;3552809;Taboão da Serra;SP;12;11;308.818;18.029;54.8;34.934;30.708;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;111738;Educação Presencial;4314100;Passo Fundo;RS;25;24;309.417;23.178;504.833;29.701;2.807;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pública Estadual;1206391;Educação Presencial;5207402;Edéia;GO;30;28;265.464;1.451;431.071;18.564;17.551;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pública Estadual;1441525;Educação Presencial;5213103;Mineiros;GO;22;21;314.238;24.129;432.905;18.841;20.163;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Privada sem fins lucrativos;123460;Educação Presencial;3505906;Batatais;SP;10;5;37.74;36.586;45.8;2.263;26.119;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Privada sem fins lucrativos;123474;Educação a Distância;3505906;Batatais;SP;11;8;355.875;32.341;51.4;31.085;31.399;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;99872;Educação a Distância;3170107;Uberaba;MG;65;49;290.796;19.506;452.143;21.746;21.186;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;1268540;Educação Presencial;3170107;Uberaba;MG;6;5;31.5;2.428;49.22;27.793;26.915;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;1398074;Educação a Distância;3550308;São Paulo;SP;1;0;;;;;;SC;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;120810;Educação Presencial;3541406;Presidente Prudente;SP;29;14;374.357;35.986;481.786;26.221;28.662;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;319;UNIVERSIDADE BRASIL;;Universidade;Privada sem fins lucrativos;1443685;Educação a Distância;3550308;São Paulo;SP;5;0;;;;;;SC;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1286756;Educação a Distância;3550308;São Paulo;SP;77;59;340.525;29.314;517.186;31.566;31.003;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Universidade;Pública Estadual;5000691;Educação Presencial;3147006;Paracatu;MG;49;34;335.412;28.305;433.206;18.887;21.241;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Universidade;Privada com fins lucrativos;1398904;Educação a Distância;3550308;São Paulo;SP;6;5;42.2;45.382;62.1;47.239;46.775;5;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada sem fins lucrativos;115770;Educação Presencial;4304705;Carazinho;RS;22;21;362.571;33.662;532.714;3.391;33.848;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Privada sem fins lucrativos;1164708;Educação a Distância;4218707;Tubarão;SC;10;6;424.833;45.941;574.833;40.269;41.687;5;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;496;UNIVERSIDADE DE FRANCA;UNIFRAN;Universidade;Privada com fins lucrativos;1398202;Educação a Distância;3516200;Franca;SP;8;7;27.4;16.194;52.3;32.443;28.381;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;Universidade;Privada sem fins lucrativos;1322573;Educação Presencial;3127701;Governador Valadares;MG;18;17;315.235;24.326;489.941;27.452;26.671;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Universidade;Pública Estadual;1214613;Educação Presencial;2105401;Itapecuru Mirim;MA;24;20;38.505;38.095;43.455;19.089;23.841;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pública Federal;1084796;Educação Presencial;4316907;Santa Maria;RS;25;22;431.591;47.273;519.682;31.942;35.775;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;601;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL;IFRS;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;105648;Educação Presencial;4320503;Sertão;RS;36;29;279.172;17.214;414.241;16.023;16.321;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;Faculdade;Privada sem fins lucrativos;1170278;Educação Presencial;3170107;Uberaba;MG;1;0;;;;;;SC;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;752;FACULDADE DE PARÁ DE MINAS;FAPAM;Faculdade;Privada sem fins lucrativos;1076010;Educação Presencial;3147105;Pará de Minas;MG;10;8;365.875;34.313;580.125;41.068;39.379;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;967;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;FATEC/TQ;Faculdade;Pública Estadual;103594;Educação Presencial;3553708;Taquaritinga;SP;129;112;361.214;33.394;449.786;2.139;24.391;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;92486;Educação Presencial;3134202;Ituiutaba;MG;34;34;276.765;16.739;419.765;16.857;16.828;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Privada com fins lucrativos;111266;Educação a Distância;4115200;Maringá;PR;65;56;341.125;29.432;565.446;38.852;36.497;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1292;Centro Universitário de Adamantina;FAI;Centro Universitário;Especial;1177444;Educação Presencial;3500105;Adamantina;SP;10;9;191.889;0;308.111;0;0;1;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;92661;Educação Presencial;5218805;Rio Verde;GO;77;46;327.804;26.805;440.783;2.003;21.724;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1185675;Educação Presencial;5210208;Iporá;GO;30;26;312.346;23.756;476.923;25.487;25.054;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitário;Privada com fins lucrativos;1363691;Educação a Distância;4207502;Indaial;SC;28;25;29.98;21.282;55.168;36.773;32.901;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1612;Faculdade Assis Gurgacz;FAG TOLEDO;Faculdade;Privada sem fins lucrativos;1076970;Educação Presencial;4127700;Toledo;PR;24;24;377.458;36.597;610.083;45.591;43.343;5;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1702;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA;ESTÁCIO AMAZÔNIA;Centro Universitário;Privada com fins lucrativos;88864;Educação Presencial;1400100;Boa Vista;RR;16;14;290.357;1.942;429.643;18.349;18.616;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1703;INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE;IESRIVER;Faculdade;Privada sem fins lucrativos;1303526;Educação Presencial;5218805;Rio Verde;GO;39;33;263.939;1.421;395.485;13.191;13.446;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1767;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;;Faculdade;Privada com fins lucrativos;69038;Educação Presencial;5107958;Tangará da Serra;MT;9;8;31.125;2.354;40.4;14.477;16.743;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1810;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1260322;Educação Presencial;3504503;Avaré;SP;33;27;352.037;31.584;473.037;2.49;26.571;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1864;FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO;FABE;Faculdade;Privada sem fins lucrativos;1332159;Educação Presencial;4311809;Marau;RS;8;8;232.375;0.7985;518.875;31.821;25.862;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1874;FACULDADE DE TECNOLOGIA DE OURINHOS;FATEC;Faculdade;Pública Estadual;122578;Educação Presencial;3534708;Ourinhos;SP;56;51;390.843;39.237;503.686;29.528;31.955;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1936;FACULDADE LA SALLE;;Faculdade;Privada sem fins lucrativos;1166445;Educação Presencial;5105259;Lucas do Rio Verde;MT;12;12;330.417;2.732;46.95;24.366;25.105;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1945;FACULDADE DE SORRISO;;Faculdade;Privada com fins lucrativos;95801;Educação Presencial;5107925;Sorriso;MT;3;2;33.85;28.914;50.95;30.405;30.032;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1952;CENTRO UNIVERSITÁRIO CATHEDRAL;;Centro Universitário;Privada com fins lucrativos;80204;Educação Presencial;5101803;Barra do Garças;MT;40;37;310.568;23.405;471.135;24.613;24.311;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;2443;FACULDADE FUNORTE DE JANAÚBA;;Faculdade;Privada com fins lucrativos;1284836;Educação Presencial;3135100;Janaúba;MG;9;9;262.333;13.893;580.444;41.116;3.431;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade;Privada com fins lucrativos;102638;Educação Presencial;5107602;Rondonópolis;MT;5;4;36.375;33.894;56.575;38.898;37.647;4;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;2796;FACULDADE DE IPORÁ;FAI;Faculdade;Privada com fins lucrativos;1107149;Educação Presencial;5210208;Iporá;GO;1;1;;;;;;SC;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;2974;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Faculdade;Privada com fins lucrativos;72699;Educação Presencial;5107040;Primavera do Leste;MT;9;6;28.8;18.955;392.833;12.791;14.332;2;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;105284;Educação Presencial;3148004;Patos de Minas;MG;14;12;445.417;5;569.833;39.514;42.136;5;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;3815;FACULDADE DE DIREITO DE ALTA FLORESTA;;Faculdade;Privada sem fins lucrativos;1190506;Educação Presencial;5100250;Alta Floresta;MT;13;13;217.538;0.5059;37.6;1.025;0.8952;1;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;4020;FACULDADE DE TECNOLOGIA DE BOTUCATU;FATEC BT;Faculdade;Pública Estadual;1156798;Educação Presencial;3507506;Botucatu;SP;34;32;313.125;2.391;470.812;24.564;24.401;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;4024;FACULDADE DE TECNOLOGIA DE MOCOCA;FATEC;Faculdade;Pública Estadual;120764;Educação Presencial;3530508;Mococa;SP;29;29;334.828;2.819;452.931;21.865;23.446;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;4025;FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO;FATECRP;Faculdade;Pública Estadual;123277;Educação Presencial;3549805;São José do Rio Preto;SP;43;36;393.722;39.805;521.028;32.146;34.061;4;
