Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2019;5;MEDICINA VETERINÁRIA;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;37;Educação Presencial;5103403;Cuiabá;MT;23;20;42.815;27.573;57.8;31.363;30.415;4;
2019;5;MEDICINA VETERINÁRIA;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;100763;Educação Presencial;5107909;Sinop;MT;46;39;421.128;2.639;557.282;27.652;27.336;3;
2019;5;MEDICINA VETERINÁRIA;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;18031;Educação Presencial;5300108;Brasília;DF;129;119;50.605;40.697;590.025;33.516;35.312;4;
2019;5;MEDICINA VETERINÁRIA;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;1108067;Educação Presencial;2806701;São Cristóvão;SE;47;39;457.744;32.559;569.667;2.987;30.542;4;
2019;5;MEDICINA VETERINÁRIA;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;1321453;Educação Presencial;2804508;Nossa Senhora da Glória;SE;28;25;43.54;28.795;51.78;2.058;22.634;3;
2019;5;MEDICINA VETERINÁRIA;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;504;Educação Presencial;2211001;Teresina;PI;64;62;432.355;28.282;545.226;25.492;2.619;3;
2019;5;MEDICINA VETERINÁRIA;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;102675;Educação Presencial;2201903;Bom Jesus;PI;68;65;38.72;20.675;487.369;1.513;16.516;2;
2019;5;MEDICINA VETERINÁRIA;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;695;Educação Presencial;3171303;Viçosa;MG;62;58;609.638;5;671.397;48.091;48.568;5;
2019;5;MEDICINA VETERINÁRIA;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;777;Educação Presencial;4113700;Londrina;PR;80;76;521.263;4.326;658.974;45.866;45.214;5;
2019;5;MEDICINA VETERINÁRIA;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;60123;Educação Presencial;4127700;Toledo;PR;34;33;390.909;2.13;513.636;19.834;20.201;3;
2019;5;MEDICINA VETERINÁRIA;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;1268241;Educação Presencial;4106902;Curitiba;PR;79;71;455.239;32.137;551.507;26.617;27.997;3;
2019;5;MEDICINA VETERINÁRIA;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1190503;Educação Presencial;4305108;Caxias do Sul;RS;122;120;421.742;26.494;542.117;24.936;25.325;3;
2019;5;MEDICINA VETERINÁRIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1440;Educação Presencial;3170206;Uberlândia;MG;102;93;478.376;36.035;58.029;31.773;32.838;4;
2019;5;MEDICINA VETERINÁRIA;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18484;Educação Presencial;4314100;Passo Fundo;RS;92;88;342.807;13.196;504.284;18.159;16.918;2;
2019;5;MEDICINA VETERINÁRIA;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pública Estadual;18310;Educação Presencial;2913606;Ilhéus;BA;42;42;49.25;38.414;575.024;3.083;32.726;4;
2019;5;MEDICINA VETERINÁRIA;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Universidade;Privada sem fins lucrativos;47273;Educação Presencial;3169307;Três Corações;MG;55;54;348.852;14.215;477.444;13.352;13.568;2;
2019;5;MEDICINA VETERINÁRIA;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pública Estadual;2191;Educação Presencial;2304400;Fortaleza;CE;87;68;502.956;40.175;606.779;36.517;37.432;4;
2019;5;MEDICINA VETERINÁRIA;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2295;Educação Presencial;3101607;Alfenas;MG;27;25;38.472;20.257;54.56;25.559;24.234;3;
2019;5;MEDICINA VETERINÁRIA;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;2535;Educação Presencial;4209300;Lages;SC;82;77;482.429;36.717;634.896;41.553;40.344;5;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3140;Educação Presencial;3524303;Jaboticabal;SP;52;47;543.787;47.054;639.234;4.233;43.511;5;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3176;Educação Presencial;3507506;Botucatu;SP;55;55;609.364;5;682.055;5;5;5;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3221;Educação Presencial;3502804;Araçatuba;SP;46;46;475.478;35.547;637.565;42.031;4.041;5;
2019;5;MEDICINA VETERINÁRIA;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;58202;Educação Presencial;4128104;Umuarama;PR;33;33;505.061;4.053;574.697;30.771;33.211;4;
2019;5;MEDICINA VETERINÁRIA;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;90053;Educação Presencial;4202404;Blumenau;SC;62;60;42.045;26.276;553.917;27.049;26.856;3;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;60216;Educação Presencial;4219507;Xanxerê;SC;49;48;371.167;17.974;547.521;25.903;23.921;3;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1261815;Educação Presencial;4217204;São Miguel do Oeste;SC;26;26;356.615;15.522;577.769;31.321;27.372;3;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1314144;Educação Presencial;4203600;Campos Novos;SC;41;39;368.385;17.505;479.308;13.686;14.641;2;
2019;5;MEDICINA VETERINÁRIA;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Centro Universitário;Privada sem fins lucrativos;19014;Educação Presencial;3543402;Ribeirão Preto;SP;49;49;370.082;17.791;486.082;14.899;15.622;2;
2019;5;MEDICINA VETERINÁRIA;140;UNIVERSIDADE DE VASSOURAS;;Universidade;Privada sem fins lucrativos;74028;Educação Presencial;3306206;Vassouras;RJ;55;49;381.143;19.654;534.265;23.529;22.561;3;
2019;5;MEDICINA VETERINÁRIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1178612;Educação Presencial;3170206;Uberlândia;MG;59;58;340.879;12.871;450.724;0.8566;0.9642;2;
2019;5;MEDICINA VETERINÁRIA;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;18572;Educação Presencial;3170107;Uberaba;MG;106;103;387.505;20.726;582.233;32.121;29.272;3;
2019;5;MEDICINA VETERINÁRIA;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;4679;Educação Presencial;3549805;São José do Rio Preto;SP;159;154;349.286;14.288;48.463;14.639;14.551;2;
2019;5;MEDICINA VETERINÁRIA;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1169423;Educação Presencial;3552205;Sorocaba;SP;117;112;41.617;25.555;502.045;17.758;19.707;3;
2019;5;MEDICINA VETERINÁRIA;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;4959;Educação Presencial;3304557;Rio de Janeiro;RJ;146;141;364.447;16.842;509.298;19.057;18.503;2;
2019;5;MEDICINA VETERINÁRIA;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;5133;Educação Presencial;3548708;São Bernardo do Campo;SP;141;136;378.654;19.235;485.699;1.483;15.932;2;
2019;5;MEDICINA VETERINÁRIA;176;UNIVERSIDADE CASTELO BRANCO;UCB;Universidade;Privada sem fins lucrativos;18598;Educação Presencial;3304557;Rio de Janeiro;RJ;74;71;387.493;20.724;536.901;24.001;23.182;3;
2019;5;MEDICINA VETERINÁRIA;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1314224;Educação Presencial;3550308;São Paulo;SP;71;71;47.162;34.896;537.239;24.062;26.771;3;
2019;5;MEDICINA VETERINÁRIA;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Centro Universitário;Privada sem fins lucrativos;18995;Educação Presencial;3543402;Ribeirão Preto;SP;65;63;380.143;19.486;508.063;18.836;18.999;2;
2019;5;MEDICINA VETERINÁRIA;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;70467;Educação Presencial;3550308;São Paulo;SP;103;102;41.952;26.119;523.373;21.578;22.714;3;
2019;5;MEDICINA VETERINÁRIA;265;CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS;Unifio;Centro Universitário;Privada sem fins lucrativos;82635;Educação Presencial;3534708;Ourinhos;SP;48;43;322.163;0.9718;55.3;26.885;22.593;3;
2019;5;MEDICINA VETERINÁRIA;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;6497;Educação Presencial;3541406;Presidente Prudente;SP;120;111;38.173;19.753;514.477;19.985;19.927;3;
2019;5;MEDICINA VETERINÁRIA;296;Centro Universitário da Região da Campanha;;Centro Universitário;Privada sem fins lucrativos;6807;Educação Presencial;4301602;Bagé;RS;47;47;328.128;10.723;47.566;13.032;12.455;2;
2019;5;MEDICINA VETERINÁRIA;296;Centro Universitário da Região da Campanha;;Centro Universitário;Privada sem fins lucrativos;18514;Educação Presencial;4300406;Alegrete;RS;39;39;289.744;0.4257;461.128;1.043;0.8886;1;
2019;5;MEDICINA VETERINÁRIA;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;18127;Educação Presencial;4101507;Arapongas;PR;21;19;346.789;13.867;510.211;19.221;17.882;2;
2019;5;MEDICINA VETERINÁRIA;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;1150518;Educação Presencial;4113700;Londrina;PR;9;7;40.3;23.337;53.7;24.019;23.848;3;
2019;5;MEDICINA VETERINÁRIA;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Privada sem fins lucrativos;51339;Educação Presencial;3136702;Juiz de Fora;MG;49;48;343.396;13.295;510.812;19.329;1.782;2;
2019;5;MEDICINA VETERINÁRIA;319;UNIVERSIDADE BRASIL;;Universidade;Privada sem fins lucrativos;7210;Educação Presencial;3515509;Fernandópolis;SP;50;50;30.482;0.6797;43.72;0.6144;0.6307;1;
2019;5;MEDICINA VETERINÁRIA;319;UNIVERSIDADE BRASIL;;Universidade;Privada sem fins lucrativos;19884;Educação Presencial;3513702;Descalvado;SP;20;19;369.158;17.635;504.895;18.269;1.811;2;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7278;Educação Presencial;3550308;São Paulo;SP;83;76;422.961;26.699;511.921;19.527;2.132;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;73400;Educação Presencial;3549904;São José dos Campos;SP;94;80;476.325;35.689;558.312;27.836;2.98;4;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;73402;Educação Presencial;3506003;Bauru;SP;62;60;416.133;25.549;55.95;28.049;27.424;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;100380;Educação Presencial;3509502;Campinas;SP;61;60;457.283;32.481;56.995;29.921;30.561;4;
2019;5;MEDICINA VETERINÁRIA;330;UNIVERSIDADE IGUAÇU;UNIG;Universidade;Privada sem fins lucrativos;97517;Educação Presencial;3302205;Itaperuna;RJ;48;43;294.465;0.5052;493.488;16.226;13.432;2;
2019;5;MEDICINA VETERINÁRIA;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;20827;Educação Presencial;3106705;Betim;MG;125;118;448.932;31.074;570.068;29.942;30.225;4;
2019;5;MEDICINA VETERINÁRIA;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;20828;Educação Presencial;3151800;Poços de Caldas;MG;82;77;431.468;28.132;569.766;29.888;29.449;3;
2019;5;MEDICINA VETERINÁRIA;343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada com fins lucrativos;1321262;Educação Presencial;3106200;Belo Horizonte;MG;71;71;467.155;34.144;556.761;27.558;29.205;3;
2019;5;MEDICINA VETERINÁRIA;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Centro Universitário;Privada com fins lucrativos;1279014;Educação Presencial;3106200;Belo Horizonte;MG;229;225;426.551;27.304;573.262;30.514;29.712;4;
2019;5;MEDICINA VETERINÁRIA;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada com fins lucrativos;18939;Educação Presencial;4106902;Curitiba;PR;166;158;405.177;23.703;538.544;24.296;24.148;3;
2019;5;MEDICINA VETERINÁRIA;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Centro Universitário;Privada sem fins lucrativos;18822;Educação Presencial;3550308;São Paulo;SP;414;374;460.118;32.959;497.441;16.934;2.094;3;
2019;5;MEDICINA VETERINÁRIA;375;UNIVERSIDADE SANTO AMARO;UNISA;Universidade;Privada sem fins lucrativos;74644;Educação Presencial;3550308;São Paulo;SP;57;57;457.439;32.507;570.211;29.967;30.602;4;
2019;5;MEDICINA VETERINÁRIA;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada com fins lucrativos;1313832;Educação Presencial;1501402;Belém;PA;128;125;371.504;18.031;457.856;0.9843;1.189;2;
2019;5;MEDICINA VETERINÁRIA;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;1265455;Educação Presencial;2927408;Salvador;BA;114;110;394.145;21.845;556.727;27.552;26.126;3;
2019;5;MEDICINA VETERINÁRIA;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Privada sem fins lucrativos;62233;Educação Presencial;5002704;Campo Grande;MS;96;91;369.396;17.675;467.736;11.613;13.129;2;
2019;5;MEDICINA VETERINÁRIA;404;FACULDADES INTEGRADAS DA UPIS;UPIS;Faculdade;Privada sem fins lucrativos;18319;Educação Presencial;5300108;Brasília;DF;61;57;452.211;31.627;598.614;35.055;34.198;4;
2019;5;MEDICINA VETERINÁRIA;420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Universidade;Privada com fins lucrativos;8669;Educação Presencial;3529005;Marília;SP;61;60;433.717;28.511;578.383;31.431;30.701;4;
2019;5;MEDICINA VETERINÁRIA;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;119112;Educação Presencial;4113700;Londrina;PR;104;100;40.567;23.786;52.395;21.682;22.208;3;
2019;5;MEDICINA VETERINÁRIA;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;9044;Educação Presencial;4128104;Umuarama;PR;40;37;329.757;10.998;453.297;0.9027;0.952;2;
2019;5;MEDICINA VETERINÁRIA;439;FACULDADE DOUTOR FRANCISCO MAEDA;FAFRAM;Faculdade;Privada sem fins lucrativos;71252;Educação Presencial;3524105;Ituverava;SP;41;39;312.538;0.8097;43.4;0.5571;0.6202;1;
2019;5;MEDICINA VETERINÁRIA;441;UNIVERSIDADE DO CONTESTADO;UNC;Universidade;Privada sem fins lucrativos;21029;Educação Presencial;4203808;Canoinhas;SC;18;18;331.111;11.226;495.056;16.506;15.186;2;
2019;5;MEDICINA VETERINÁRIA;446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;Universidade;Privada sem fins lucrativos;19005;Educação Presencial;4306106;Cruz Alta;RS;79;76;35.025;1.445;454.592;0.9259;10.557;2;
2019;5;MEDICINA VETERINÁRIA;448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;Centro Universitário;Privada com fins lucrativos;1214342;Educação Presencial;4314902;Porto Alegre;RS;226;221;406.959;24.004;555.466;27.327;26.496;3;
2019;5;MEDICINA VETERINÁRIA;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada sem fins lucrativos;9317;Educação Presencial;4304606;Canoas;RS;77;76;402.342;23.226;54.9;26.168;25.433;3;
2019;5;MEDICINA VETERINÁRIA;450;Centro Universitário São Lucas Ji-Paraná;UniSL - Ji-Paraná;Centro Universitário;Privada com fins lucrativos;75368;Educação Presencial;1100122;Ji-Paraná;RO;42;36;377.389;19.022;51.525;20.123;19.848;3;
2019;5;MEDICINA VETERINÁRIA;453;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;CEULP;Centro Universitário;Privada sem fins lucrativos;1286065;Educação Presencial;1721000;Palmas;TO;57;56;404.071;23.517;494.929;16.484;18.242;2;
2019;5;MEDICINA VETERINÁRIA;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;UNIAN - SP;Universidade;Privada com fins lucrativos;18451;Educação Presencial;3547809;Santo André;SP;24;21;362.762;16.558;488.286;15.294;1.561;2;
2019;5;MEDICINA VETERINÁRIA;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;UNIAN - SP;Universidade;Privada com fins lucrativos;44929;Educação Presencial;3548708;São Bernardo do Campo;SP;40;33;390.333;21.203;482.182;1.42;15.951;2;
2019;5;MEDICINA VETERINÁRIA;466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;Universidade;Privada com fins lucrativos;21351;Educação Presencial;3550308;São Paulo;SP;581;523;457.662;32.545;531.577;23.048;25.422;3;
2019;5;MEDICINA VETERINÁRIA;472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;UNIGRANRIO;Universidade;Privada com fins lucrativos;9733;Educação Presencial;3301702;Duque de Caxias;RJ;107;99;416.465;25.605;492.495;16.048;18.437;2;
2019;5;MEDICINA VETERINÁRIA;480;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;UNIFESO;Centro Universitário;Privada sem fins lucrativos;21548;Educação Presencial;3305802;Teresópolis;RJ;47;47;433.298;28.441;505.638;18.402;20.912;3;
2019;5;MEDICINA VETERINÁRIA;481;Universidade Universus Veritas Guarulhos;Univeritas UNG;Universidade;Privada sem fins lucrativos;18571;Educação Presencial;3518800;Guarulhos;SP;182;164;374.354;18.511;518.732;20.747;20.188;3;
2019;5;MEDICINA VETERINÁRIA;490;CENTRO DE ENSINO SUPERIOR DE VALENÇA;CESVA;Faculdade;Privada sem fins lucrativos;10006;Educação Presencial;3306107;Valença;RJ;58;57;343.228;13.267;561.263;28.365;2.459;3;
2019;5;MEDICINA VETERINÁRIA;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Privada sem fins lucrativos;1216475;Educação Presencial;4218707;Tubarão;SC;35;33;364.727;16.889;536.121;23.862;22.118;3;
2019;5;MEDICINA VETERINÁRIA;495;FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA;FESB;Faculdade;Pública Municipal;20682;Educação Presencial;3507605;Bragança Paulista;SP;57;44;345.636;13.673;460.205;10.264;11.116;2;
2019;5;MEDICINA VETERINÁRIA;496;UNIVERSIDADE DE FRANCA;UNIFRAN;Universidade;Privada com fins lucrativos;19119;Educação Presencial;3516200;Franca;SP;56;53;366.151;17.129;516.132;20.281;19.493;3;
2019;5;MEDICINA VETERINÁRIA;502;CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU;CSJT;Centro Universitário;Privada com fins lucrativos;19481;Educação Presencial;3548500;Santos;SP;91;84;430.524;27.973;52.325;21.556;23.161;3;
2019;5;MEDICINA VETERINÁRIA;514;CENTRO UNIVERSITÁRIO DE BARRA MANSA;UBM;Centro Universitário;Privada sem fins lucrativos;19050;Educação Presencial;3300407;Barra Mansa;RJ;20;20;35.415;15.107;49.91;17.231;1.67;2;
2019;5;MEDICINA VETERINÁRIA;515;CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI;UNIAN-RJ;Centro Universitário;Privada com fins lucrativos;10423;Educação Presencial;3301900;Itaboraí;RJ;50;44;352.909;14.898;45.65;0.9601;10.925;2;
2019;5;MEDICINA VETERINÁRIA;532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;Universidade;Privada sem fins lucrativos;111008;Educação Presencial;4310207;Ijuí;RS;87;87;319.391;0.9251;508.678;18.946;16.523;2;
2019;5;MEDICINA VETERINÁRIA;549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Universidade;Pública Federal;118697;Educação Presencial;1200401;Rio Branco;AC;31;30;426.833;27.352;54.41;25.291;25.806;3;
2019;5;MEDICINA VETERINÁRIA;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Universidade;Pública Estadual;11874;Educação Presencial;2111300;São Luís;MA;77;74;49.373;38.621;526.838;22.199;26.304;3;
2019;5;MEDICINA VETERINÁRIA;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pública Federal;53202;Educação Presencial;1502400;Castanhal;PA;27;25;49.888;39.489;59.004;33.519;35.012;4;
2019;5;MEDICINA VETERINÁRIA;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;12583;Educação Presencial;4106902;Curitiba;PR;75;73;561.274;5;676.493;49.004;49.253;5;
2019;5;MEDICINA VETERINÁRIA;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;12590;Educação Presencial;4117909;Palotina;PR;62;58;474.862;35.443;548.845;26.141;28.466;3;
2019;5;MEDICINA VETERINÁRIA;572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;Universidade;Pública Federal;12704;Educação Presencial;3303302;Niterói;RJ;109;107;503.121;40.203;62.357;39.525;39.694;5;
2019;5;MEDICINA VETERINÁRIA;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Universidade;Pública Federal;20039;Educação Presencial;3200201;Alegre;ES;55;49;477.143;35.827;590.102;3.353;34.104;4;
2019;5;MEDICINA VETERINÁRIA;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pública Federal;12909;Educação Presencial;3305554;Seropédica;RJ;145;144;478.236;36.011;585.778;32.756;3.357;4;
2019;5;MEDICINA VETERINÁRIA;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;Universidade;Pública Federal;12971;Educação Presencial;3106200;Belo Horizonte;MG;117;114;539.974;46.412;670.175;47.872;47.507;5;
2019;5;MEDICINA VETERINÁRIA;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Universidade;Pública Federal;1268972;Educação Presencial;3136702;Juiz de Fora;MG;44;42;52.431;43.773;673.357;48.442;47.275;5;
2019;5;MEDICINA VETERINÁRIA;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Universidade;Pública Federal;102146;Educação Presencial;2709400;Viçosa;AL;26;26;440.115;29.589;502.769;17.888;20.813;3;
2019;5;MEDICINA VETERINÁRIA;578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;Universidade;Pública Federal;13287;Educação Presencial;2927408;Salvador;BA;98;89;493.551;38.591;614.326;37.869;3.805;4;
2019;5;MEDICINA VETERINÁRIA;579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;Universidade;Pública Federal;113709;Educação Presencial;2501104;Areia;PB;64;60;44.39;30.227;53.82;24.234;25.732;3;
2019;5;MEDICINA VETERINÁRIA;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Universidade;Pública Federal;13719;Educação Presencial;4314902;Porto Alegre;RS;92;90;517.933;42.699;612.056;37.462;38.771;4;
2019;5;MEDICINA VETERINÁRIA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pública Federal;13857;Educação Presencial;4316907;Santa Maria;RS;91;87;476.839;35.776;637.828;42.078;40.503;5;
2019;5;MEDICINA VETERINÁRIA;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Universidade;Pública Federal;14094;Educação Presencial;5208707;Goiânia;GO;114;105;506.095;40.704;572.314;30.344;32.934;4;
2019;5;MEDICINA VETERINÁRIA;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Universidade;Pública Federal;18364;Educação Presencial;5211909;Jataí;GO;66;64;470.812;3.476;586.094;32.812;33.299;4;
2019;5;MEDICINA VETERINÁRIA;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Pública Federal;1175716;Educação Presencial;4204806;Curitibanos;SC;49;48;431.271;28.099;583.813;32.404;31.328;4;
2019;5;MEDICINA VETERINÁRIA;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Universidade;Pública Federal;14507;Educação Presencial;2611606;Recife;PE;94;86;450.733;31.378;54.343;25.171;26.723;3;
2019;5;MEDICINA VETERINÁRIA;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Universidade;Pública Federal;91561;Educação Presencial;2606002;Garanhuns;PE;58;56;413.232;2.506;569.446;29.831;28.638;3;
2019;5;MEDICINA VETERINÁRIA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Universidade;Pública Federal;14555;Educação Presencial;2408003;Mossoró;RN;44;41;468.683;34.402;561.098;28.335;29.852;4;
2019;5;MEDICINA VETERINÁRIA;590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;Universidade;Pública Federal;14559;Educação Presencial;1501402;Belém;PA;58;57;459.175;3.28;539.684;2.45;26.575;3;
2019;5;MEDICINA VETERINÁRIA;592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;Universidade;Pública Federal;14582;Educação Presencial;3138203;Lavras;MG;101;97;514.124;42.057;615.619;38.101;3.909;4;
